RESPONSE,answer,item,list,structure,verb,Participant,accuracy
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
No,No,44,1,filler,none,6,correct
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,No,46,1,filler,none,6,incorrect
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
Yes,Yes,48,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
No,No,50,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
Yes,Yes,52,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
No,No,53,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
Yes,Yes,58,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,59,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
No,No,62,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
Yes,Yes,64,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,66,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
No,No,68,1,filler,none,6,correct
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,No,69,1,filler,none,6,incorrect
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
Yes,Yes,72,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
No,No,73,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,74,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,75,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
Yes,Yes,77,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,78,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,80,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,82,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,84,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,87,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,No,89,1,filler,none,6,correct
No,Yes,1,2,move,unacc,7,incorrect
No,Yes,1,2,move,unacc,7,incorrect
No,Yes,1,2,move,unacc,7,incorrect
No,Yes,1,2,move,unacc,7,incorrect
No,Yes,1,2,move,unacc,7,incorrect
Yes,Yes,2,2,move,CP,7,correct
Yes,Yes,2,2,move,CP,7,correct
Yes,Yes,2,2,move,CP,7,correct
Yes,Yes,2,2,move,CP,7,correct
Yes,Yes,2,2,move,CP,7,correct
No,No,5,2,nomove,CP,7,correct
No,No,5,2,nomove,CP,7,correct
No,No,5,2,nomove,CP,7,correct
No,No,5,2,nomove,CP,7,correct
No,No,5,2,nomove,CP,7,correct
No,Yes,6,2,move,DP,7,incorrect
No,Yes,6,2,move,DP,7,incorrect
No,Yes,6,2,move,DP,7,incorrect
No,Yes,6,2,move,DP,7,incorrect
No,Yes,6,2,move,DP,7,incorrect
No,Yes,7,2,move,unacc,7,incorrect
No,Yes,7,2,move,unacc,7,incorrect
No,Yes,7,2,move,unacc,7,incorrect
No,Yes,7,2,move,unacc,7,incorrect
No,Yes,7,2,move,unacc,7,incorrect
Yes,Yes,11,2,nomove,CP,7,correct
Yes,Yes,11,2,nomove,CP,7,correct
Yes,Yes,11,2,nomove,CP,7,correct
Yes,Yes,11,2,nomove,CP,7,correct
Yes,Yes,11,2,nomove,CP,7,correct
No,Yes,13,2,move,unacc,7,incorrect
No,Yes,13,2,move,unacc,7,incorrect
No,Yes,13,2,move,unacc,7,incorrect
No,Yes,13,2,move,unacc,7,incorrect
No,Yes,13,2,move,unacc,7,incorrect
Yes,Yes,14,2,move,CP,7,correct
Yes,Yes,14,2,move,CP,7,correct
Yes,Yes,14,2,move,CP,7,correct
Yes,Yes,14,2,move,CP,7,correct
Yes,Yes,14,2,move,CP,7,correct
Yes,Yes,17,2,nomove,unacc,7,correct
Yes,Yes,17,2,nomove,unacc,7,correct
Yes,Yes,17,2,nomove,unacc,7,correct
Yes,Yes,17,2,nomove,unacc,7,correct
Yes,Yes,17,2,nomove,unacc,7,correct
Yes,Yes,19,2,move,unacc,7,correct
Yes,Yes,19,2,move,unacc,7,correct
Yes,Yes,19,2,move,unacc,7,correct
Yes,Yes,19,2,move,unacc,7,correct
Yes,Yes,19,2,move,unacc,7,correct
Yes,Yes,21,2,nomove,DP,7,correct
Yes,Yes,21,2,nomove,DP,7,correct
Yes,Yes,21,2,nomove,DP,7,correct
Yes,Yes,21,2,nomove,DP,7,correct
Yes,Yes,21,2,nomove,DP,7,correct
Yes,Yes,22,2,nomove,unacc,7,correct
Yes,Yes,22,2,nomove,unacc,7,correct
Yes,Yes,22,2,nomove,unacc,7,correct
Yes,Yes,22,2,nomove,unacc,7,correct
Yes,Yes,22,2,nomove,unacc,7,correct
No,No,25,2,move,unacc,7,correct
No,No,25,2,move,unacc,7,correct
No,No,25,2,move,unacc,7,correct
No,No,25,2,move,unacc,7,correct
No,No,25,2,move,unacc,7,correct
Yes,Yes,30,2,move,DP,7,correct
Yes,Yes,30,2,move,DP,7,correct
Yes,Yes,30,2,move,DP,7,correct
Yes,Yes,30,2,move,DP,7,correct
Yes,Yes,30,2,move,DP,7,correct
No,No,31,2,move,unacc,7,correct
No,No,31,2,move,unacc,7,correct
No,No,31,2,move,unacc,7,correct
No,No,31,2,move,unacc,7,correct
No,No,31,2,move,unacc,7,correct
Yes,Yes,32,2,move,CP,7,correct
Yes,Yes,32,2,move,CP,7,correct
Yes,Yes,32,2,move,CP,7,correct
Yes,Yes,32,2,move,CP,7,correct
Yes,Yes,32,2,move,CP,7,correct
No,No,33,2,nomove,DP,7,correct
No,No,33,2,nomove,DP,7,correct
No,No,33,2,nomove,DP,7,correct
No,No,33,2,nomove,DP,7,correct
No,No,33,2,nomove,DP,7,correct
Yes,Yes,35,2,nomove,CP,7,correct
Yes,Yes,35,2,nomove,CP,7,correct
Yes,Yes,35,2,nomove,CP,7,correct
Yes,Yes,35,2,nomove,CP,7,correct
Yes,Yes,35,2,nomove,CP,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,37,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,38,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
No,No,39,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
Yes,Yes,43,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,44,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
No,No,46,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
Yes,Yes,48,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
No,No,50,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
Yes,Yes,52,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
No,No,53,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
Yes,Yes,58,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,59,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
No,No,62,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
Yes,Yes,64,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,66,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,68,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
No,No,69,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
Yes,Yes,72,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
No,No,73,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,74,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,75,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
Yes,Yes,77,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,78,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,80,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,82,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,84,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
No,No,87,2,filler,none,7,correct
